,date_occured,time_occured,city,state,country,shape,duration_seconds,duration_hours_min,comments,date_posted,latitude,longitude
0,1949-10-10,20:30,san marcos,tx,us,cylinder,2700,45 minutes,This event took place in early fall around 1949-50. It occurred after a Boy Scout meeting in the Baptist Church. The Baptist Church sit,2004-04-27,29.8830556,-97.94111109999999
1,1949-10-10,21:00,lackland afb,tx,,light,7200,1-2 hrs,1949 Lackland AFB&#44 TX.  Lights racing across the sky &amp; making 90 degree turns on a dime.,2005-12-16,29.38421,-98.581082
2,1955-10-10,17:00,chester (uk/england),,gb,circle,20,20 seconds,Green/Orange circular disc over Chester&#44 England,2008-01-21,53.2,-2.916667
3,1956-10-10,21:00,edna,tx,us,circle,20,1/2 hour,My older brother and twin sister were leaving the only Edna theater at about 9 PM&#44...we had our bikes and I took a different route home,2004-01-17,28.9783333,-96.64583329999999
4,1960-10-10,20:00,kaneohe,hi,us,light,900,15 minutes,AS a Marine 1st Lt. flying an FJ4B fighter/attack aircraft on a solo night exercise&#44 I was at 50&#44000&#39 in a &quot;clean&quot; aircraft (no ordinan,2004-01-22,21.4180556,-157.8036111
5,1961-10-10,19:00,bristol,tn,us,sphere,300,5 minutes,My father is now 89 my brother 52 the girl with us now 51 myself 49 and the other fellow which worked with my father if he&#39s still livi,2007-04-27,36.5950000,-82.18888890000001
6,1965-10-10,21:00,penarth (uk/wales),,gb,circle,180,about 3 mins,penarth uk  circle  3mins  stayed 30ft above me for 3 mins slowly moved of and then with the blink of the eye the speed was unreal,2006-02-14,51.434722,-3.18
7,1965-10-10,23:45,norwalk,ct,us,disk,1200,20 minutes,A bright orange color changing to reddish color disk/saucer was observed hovering above power transmission lines.,1999-10-02,41.1175000,-73.4083333
8,1966-10-10,20:00,pell city,al,us,disk,180,3  minutes,Strobe Lighted disk shape object observed close&#44 at low speeds&#44 and low altitude in Oct 1966 in Pell City Alabama,2009-03-19,33.5861111,-86.28611109999999
9,1966-10-10,21:00,live oak,fl,us,disk,120,several minutes,Saucer zaps energy from powerline as my pregnant mother receives mental signals not to pass info,2005-05-11,30.2947222,-82.9841667
10,1968-10-10,13:00,hawthorne,ca,us,circle,300,5 min.,ROUND &#44 ORANGE &#44 WITH WHAT I WOULD SAY WAS POLISHED METAL OF SOME KIND AROUND THE EDGES .,2003-10-31,33.9163889,-118.35166670000001
11,1968-10-10,19:00,brevard,nc,us,fireball,180,3 minutes,silent red /orange mass of energy floated by three of us in western North Carolina in the 60s,2008-06-12,35.2333333,-82.7344444
12,1970-10-10,16:00,bellmore,ny,us,disk,1800,30 min.,silver disc seen by family and neighbors,2000-05-11,40.6686111,-73.5275
13,1970-10-10,19:00,manchester,ky,us,unknown,180,3 minutes,Slow moving&#44 silent craft accelerated at an unbelievable angle and speed.,2008-02-14,37.1536111,-83.7619444
14,1971-10-10,21:00,lexington,nc,us,oval,30,30 seconds,green oval shaped light over my local church&#44power lines down..,2010-02-14,35.8238889,-80.25361109999999
15,1972-10-10,19:00,harlan county,ky,us,circle,1200,20minutes,On october 10&#44 1972 myself&#44my 5yrs.daughter&#442 neices and 2 nephews were playing tag in the back yard .When we looked over on the ridge,2005-09-15,36.8430556,-83.3219444
16,1972-10-10,22:30,west bloomfield,mi,us,disk,120,2 minutes,The UFO was so close&#44 my battery in the car went to zero amps&#44 stalling the engine&#44 turning off my lights and radio.,2007-08-14,42.5377778,-83.2330556
17,1973-10-10,19:00,niantic,ct,us,disk,1800,20-30 min,Oh&#44 what a night &#33  Two (2) saucer-shaped&#44 glowing green objects and one (1) brilliantly glowing sphere gliding over the lake.,2003-09-24,41.3252778,-72.1936111
18,1973-10-10,23:00,bermuda nas,,,light,20,20 sec.,saw fast moving blip on the radar scope thin went outside and saw it again.,2002-01-11,32.364167,-64.678611
19,1974-10-10,19:30,hudson,ma,us,other,2700,45 minutes,Not sure of the eact month or year of this sighting but it was in the fall of 74 or 75. Was walking home around dusk and saw a bright l,1999-08-10,42.3916667,-71.5666667
20,1974-10-10,21:30,cardiff (uk/wales),,gb,disk,1200,20 minutes,back in 1974 I was 19 at the time and  lived in a suburb of Cardiff Wales UK called Ely&#44 and in the distance there was a wood called Ca,2007-02-01,51.5,-3.2
21,1974-10-10,23:00,hudson,ks,us,light,1200,one hour?,The light chased us.,2004-07-25,38.1055556,-98.6597222
22,1975-10-10,17:00,north charleston,sc,us,light,360,5-6 minutes,Several Flashing UFO lights over Charleston Naval Base in S.C.,2008-02-14,32.8544444,-79.975
23,1976-10-10,20:30,washougal,wa,us,oval,60,1 minute,Three extremely large lights hanging above nearby trees.,2014-02-07,45.5827778,-122.3522222
24,1976-10-10,22:00,stoke mandeville (uk/england),,gb,cigar,3,3 seconds,White object over Buckinghamshire UK.,2009-12-12,51.783333,-0.783333
25,1977-10-10,12:00,san antonio,tx,us,other,30,30 seconds,i was about six or seven and my family and me were sitting next to a window at home eating when a type of dark ball hit the screen wind,2005-02-24,29.4238889,-98.4933333
26,1977-10-10,22:00,louisville,ky,us,light,30,approx: 30 seconds,HBCCUFO CANADIAN REPORT:  Pilot Sighting Of Unusual Light.,2004-03-17,38.2541667,-85.7594444
27,1978-10-10,02:00,elmont,ny,us,rectangle,300,5min,A memory I will never forget that happened meny years ago.,2007-02-01,40.7008333,-73.7133333
28,1979-10-10,00:00,poughkeepsie,ny,us,chevron,900,15 minutes,1/4 moon-like&#44  its &#39chord&#39 or flat side parallel to horizon&#44  bright orange-red glow&#44  completely silent&#44 no features.,2005-04-16,41.7002778,-73.92138890000001
29,1979-10-10,22:00,saddle lake (canada),ab,,triangle,270,4.5 or more min.,Lights far above&#44  that glance; then flee from the celestrialhavens&#44 only to appear again.,2005-01-19,53.970571,-111.689885
30,1979-10-10,22:00,san diego,ca,us,oval,180,3 minutes,My 2nd UFO sighting&#44 October 1979,2001-08-05,32.7152778,-117.1563889
31,1979-10-10,22:00,security,co,us,unknown,1800,30mins.,very low clouds all different colors&#44search lights were seen shining down out of the clouds on the houses and streets. this event was s,1999-01-28,38.7583333,-104.7425
32,1980-10-10,19:00,houston,tx,us,sphere,180,3 min,Sphere&#44 No lights&#44  moving through neighborhoods above tree tops&#44 over busy streets in Houston in 1980.,2005-04-16,29.7630556,-95.3630556
33,1980-10-10,22:00,dallas,tx,us,unknown,300,5 minutes,Strange shape shifting craft of pure light energy.,2002-10-28,32.7833333,-96.8
34,1980-10-10,23:30,manchester,nh,us,light,300,3 to 5 min,A red glowing sphere stopped and watched me.,2010-11-21,42.9955556,-71.45527779999999
35,1982-10-10,07:00,gisborne (new zealand),,,disk,120,2min,gisborne nz 1982 wainui beach to sponge bay,2002-01-11,-38.662334,178.017649
36,1984-10-10,05:00,houston,tx,us,circle,60,1 minute,2 experience with unkown,2012-04-18,29.7630556,-95.3630556
37,1984-10-10,12:00,traverse city,mi,us,other,120,couple minutes,translucent football seen over city airport,2003-10-07,44.7630556,-85.6205556
38,1984-10-10,22:00,white plains,ny,us,formation,20,15-20 seconds,Saw a hugh object in sky with lights intermittently placed not making any noise traveling north in the night sky.It had no real identif,1999-08-10,41.0338889,-73.7633333
39,1985-10-10,20:25,leeds (uk/england),,gb,triangle,600,10min,three light in the sky that led to a big black silent triangle shaped craft.,2003-03-04,53.8,-1.583333
40,1986-10-10,20:00,holmes/pawling,ny,,chevron,180,3 minutes,Football Field Sized Chevron with bright white lights on front&#44 moving slowly with absolutely no sound,2007-10-08,41.523427,-73.646795
41,1988-10-10,18:00,milwaukee,wi,us,triangle,600,10 minutes,A silent black triangular object with no lights moved over us as we walked our dog across a school playground.,2007-08-07,43.0388889,-87.90638890000001
42,1988-10-10,21:00,new gloucester,me,us,unknown,120,few minutes,I&#39m still afraid to look at the sky at night.,2009-01-10,43.9627778,-70.2830556
43,1988-10-10,22:00,boulder,co,us,light,60,1 minute,Three Stars Begin to Move Randomly&#44 Stop&#44 Change Direction&#44 Move Again&#44 And Then Vanish,2006-07-16,40.0150000,-105.27
44,1988-10-10,22:45,seattle (ballard area),wa,us,unknown,2,2 sec.,Two adult witnesses are stunned by the sound of an object that streaks above the home they are in.,2004-04-27,47.6063889,-122.33083329999998
45,1989-10-10,00:00,calabasas,ca,us,disk,300,approx 5 min,Unidentified object on Mulholland Highway.,2004-12-14,34.1577778,-118.6375
46,1989-10-10,21:00,centralia,wa,us,triangle,60,1 minute,A huge triangularly shaped silent object that blotted out 25 degrees of the sky&#44 lighted by four glowing points.,2004-04-27,46.7163889,-122.95305559999998
47,1989-10-10,21:00,kranklin,ky,,triangle,180,3min,Triangle seen in franklin Ky - october 1989,2005-05-11,36.722263,-86.577218
283,1973-10-11,16:45,jupiter,fl,us,egg,14400,possible 4 hrs.,EGG-SHAPED OBJECT EMITS LIGHT RAY AND PEOPLE LOSE 4 HOURS,2000-07-11,26.9338889,-80.0944444
284,1978-10-11,23:00,brighton,mi,us,circle,300,5 miniutes,round revolving lights reflecting on the fog,2002-10-28,42.5294444,-83.7802778
285,1986-10-11,20:30,alice springs  (nt&#44 australia),,au,,20,20 seconds,Being  of light reported&#44Jesus or another messenger&#33,2005-01-19,-23.697479,133.883621
286,1987-10-11,21:30,minnetonka,mn,us,light,30,30 seconds,White light moves west to east&#44 suddenly stops&#44 then moves south at a high rate of speed.,2013-10-14,44.9133333,-93.5030556
287,1987-10-11,23:59,otto,mo,us,fireball,60,60 seconds,bright blue ball of light.,2000-08-19,38.3708333,-90.50027779999999
288,1989-10-11,21:00,kewanee,il,us,sphere,180,2 to 3 minutes,HBCCUFO CANADIAN REPORT:  Large glowing sphere was positioned almost directly overhead.,2003-10-15,41.2455556,-89.9247222
289,1989-10-11,21:00,kewanee,il,us,sphere,300,5 minutes,Reddish-orange sphere seen outside Kewanee&#44 IL,2002-07-26,41.2455556,-89.9247222
479,1950-10-01,11:00,pikeville,ky,us,disk,600,hr,SEVENTY SOME  FLYING DISK OBSERVED IN  1950,2005-04-16,37.4791667,-82.51888890000001
480,1952-10-01,03:30,fukuoka (japan),,,disk,1200,about 20 mins,UFO seen by multiple U. S. military personnel; F-86 intercept.,2006-12-07,33.590355,130.401716
481,1952-10-01,12:00,kansas city,mo,us,disk,90,90 sec.,1952 daylight sighting of multiple discs in formation,2008-10-31,39.0997222,-94.5783333
482,1954-10-01,19:00,flatwoods,wv,us,circle,60,1 minute,I saw the craft go across the horizon.  It appeared to be on fire&#44 I first thought it was a plane going down.  It landed near a farm.,2013-04-12,38.7230556,-80.65
483,1955-10-01,22:00,mono lake (area),ca,,circle,5,five seconds+/-,NO KNOWN AIRCRAFT (1955 and maybe today) COULD MAKE SUCH A SPEEDY 360 DEGREE CIRCLE MANUVER&#44 WITH NO SOUND &#33,2009-03-19,38.007059,-119.01225900000001
484,1956-10-01,19:00,newport,nh,us,rectangle,300,5 minutes,Disk with glass center section&#44 and flames behind the glass,2005-04-16,43.3652778,-72.17388890000001
485,1957-10-01,16:00,nelchina (near),ak,us,unknown,180,3 minutes maximum,This incident occurred about October of 1956 or &#8216;57. At the time&#44 I was Assistant station manager for a major airline in Anchorage as,2006-12-07,61.9919444,-146.76861110000002
486,1957-10-01,21:00,paterson,nj,us,disk,10,10 seconds,Formation of approximately 8 light gray metallic disks silently crossing the night sky around October 1957 in northern NJ,2005-04-16,40.9166667,-74.17222220000001
487,1957-10-01,22:00,northeast cape afs,ak,,,900,10-15min,Radar sighting and filming,1999-01-28,70.292489,-161.903334
488,1959-10-01,19:00,jacksonville,il,us,unknown,60,1 minute,Late 1959&#44 bright lights from a hovering object of unknown shape making a zed-zid zed-zid electrical sound.,2005-04-16,39.7338889,-90.22888890000002
489,1961-10-01,03:00,toledo,oh,us,sphere,180,2-3 mins.,Observed dull silver metallic sphere hovering outside of bedroom window as a child.  Had direct communication with sphere.,1998-11-19,41.6638889,-83.5552778
490,1961-10-01,03:30,tulsa,ok,us,disk,120,2 minutes,October&#44 1961&#44 Tulsa Oklahoma: low altitude&#44 slow&#44 disk object(s); high speed turns&#44 v. high accelleration.,2007-04-27,36.1538889,-95.9925
491,1961-10-01,19:00,nashville,tn,us,disk,1800,30 minutes,In October 1961&#44 a silvery flattened disk hovered motionless over a local school fair for more than 30 minutes.,2012-08-05,36.1658333,-86.7844444
492,1961-10-01,22:00,graham,nc,us,triangle,30,30 seconds,3 flat&#44 large  white lights in delta pattern&#44 no sound&#44 flying at tree-top level at 35-40 mph,2002-05-14,36.0688889,-79.4008333
493,1965-10-01,06:40,biloxi,ms,us,other,900,15 min,Cloud&#44 hovering then moving at right angles with pulsating light coming from within,1999-11-17,30.3958333,-88.8852778
494,1965-10-01,14:00,colonial heights,va,us,sphere,120,2 minutes,Saw sphere ping-ponging up and down and side to side in blue sky.,2000-04-01,37.2438889,-77.4105556
495,1965-10-01,21:00,dushore,pa,us,disk,300,5 minutes,It could move very slowly or very quickly but either way it moved without making any noise.,2005-04-16,41.5241667,-76.4011111
496,1966-10-01,19:00,edmonton (30 mi. east of&#44 hwy 16 east) (canada),ab,ca,diamond,300,5 min,Unusual ights in distance. Approached until object overhead as wide as road and ditch. Bright lights&#44 Turned head to find object in hor,2001-08-05,53.55,-113.5
497,1966-10-01,20:00,buffalo,ny,us,light,240,4 minutes,One of the bright stars moved north&#44 curved upward&#44 flew in a wide arc&#44 then accelerated up into the cosmos.,2002-01-11,42.8863889,-78.87861109999999
498,1966-10-01,22:00,anacortes,wa,us,light,1200,20 mins.,20 miles driving toward Anacortes&#44a friend and I were listening to a radio station in Anacortes. The DJ said he had recieved calls abou,2000-04-15,48.5127778,-122.6113889
499,1966-10-01,22:30,anamosa,ia,us,unknown,60,60 seconds,large quiet  craft&#44 covered with blackness&#44 and &quot;stars&quot; to not be noticed&#44 moving slowly southwest to north north east.,2000-09-17,42.1083333,-91.285
500,1966-10-01,23:00,corvallis,or,us,disk,120,2 minutes,Saucer with no sound flew 100 feet above ground&#44 changed direction then left atmosphere in a split second.,1999-12-16,44.5647222,-123.26083329999999
501,1967-10-01,02:00,chaffee,ny,us,sphere,600,10 minutes,34 years ago and still &quot; seeking the truth&quot;,2001-08-05,42.5680556,-78.47916670000001
502,1967-10-01,13:00,greenville,il,us,circle,30,30 seconds,My son and I went to a ballpark close by to play- we were the only ones there&#44 I happened to look up and right over us&#44 were 3 round uf,2007-02-24,38.8922222,-89.41305559999999
503,1967-10-01,19:00,hudson&#39s hope (canada),bc,,sphere,120,2 minutes,Large round silver UFO in Peace River Valley 1966-67,2001-02-18,56.031639,-121.905722
504,1967-10-01,20:00,minneapolis,mn,us,disk,10,10 seconds,In October 1967&#44 2 Disks sited heading north over Minneapolis MN.,2005-04-16,44.9800000,-93.26361109999999
505,1968-10-01,00:00,boston,ma,us,cigar,1200,20 minutes,as i woke up in the early morning a bright redish orange light bathed the living room&#44at first i thought it was a fire but the light wa,2005-12-16,42.3583333,-71.0602778
506,1968-10-01,20:00,kennebunkport,me,us,circle,600,5-10 minutes,While at the boathouse at St.Athonys one night we noticed what at first we thought was a bright star getting larger.It seemed to dart a,2002-03-19,43.3616667,-70.4772222
507,1969-10-01,16:00,san francisco,ca,us,oval,600,5-10 min,It was in the afternoon just before sunset at 20 Steiner St SF CA I saw above me and there was one other person who was with me on the,1999-08-30,37.7750000,-122.41833329999999
508,1970-10-01,00:00,viet nam,,,light,600,5/10 minutes,U.F.O. in Vietnam    1970,2004-06-04,14.058324,108.277199
509,1970-10-01,01:00,kingston (canada),on,ca,sphere,180,3 minutes,Sept. 1970. Kingston Ontario. Spherical grren orb. 3 minute duration. Bright green orb travelled slowly and then took off extremely qui,2005-10-11,44.233333,-76.483333
510,1970-10-01,16:00,new york city (brooklyn),ny,us,disk,180,3 minutes,Hoovering disk like object by Father and Son&#44 Brookyln&#44 NY 1970,2008-01-21,40.7141667,-74.0063889
511,1970-10-01,17:30,bentonville,ar,us,other,14400,about 4 hours,Hoseshoe shaped,2006-12-07,36.3727778,-94.20861109999998
512,1970-10-01,19:00,summit lake indian reservation,nv,,oval,1500,25min.,ball of light&#44 turned into a doughnut shape&#44 assention&#44 stream&#44 4 witnesses&#44seen from higher elevation.,2004-08-11,41.524898,-119.05102
513,1970-10-01,19:00,tampa,fl,us,other,900,15 minutes,36 year old reports an object he saw with his mother 31 years ago.,2001-08-20,27.9472222,-82.45861109999998
514,1970-10-01,21:00,new york city (brooklyn),ny,us,disk,300,5 mins,Saucer/disklike craft&#44 with multi-colored lights sighted in Bayridge Brooklyn in 1970 with many eyewitnesses.,2001-02-18,40.7141667,-74.0063889
515,1970-10-01,23:00,indian ocean (usn vessel),,,light,240,3-4 minutes,Bright object seemingly appeared out of nowhere in the Indian Ocean&#44 miles from any land.,2004-07-08,-33.137551,81.826172
516,1971-10-01,22:00,pasadena,ca,us,disk,180,3 min,Powerless over UFO sighting.,2004-01-17,34.1477778,-118.1436111
517,1972-10-01,01:00,potwin,ks,us,unknown,10800,2-3 hours,Iwas abducted around age 7 or 8. They came will I WAS Asleep. they look into my room from the hall. They took me to a room. I think the,1999-05-24,37.9388889,-97.0194444
518,1972-10-01,04:00,denton,tx,us,unknown,600,less than 10 minutes but,Slow moving object splits and one part sped away while the bigger part slowly moved in the opposite direction.,2011-01-31,33.2147222,-97.1327778
519,1972-10-01,20:00,mosheim,tx,us,disk,1800,20-30 minutes,Classic saucer shape seen in the early seventies.,2004-04-09,31.6261111,-97.5997222
520,1972-10-01,23:00,monroe,wa,us,rectangle,900,15 min,STOP AND GO THE SIZE OF A LARG CAR WITH NO WINDOWS,2001-01-03,47.8555556,-121.9697222
521,1972-10-01,23:00,pickens/pumpkintown,sc,,chevron,1800,30+ minutes,Slowly moving boomerang shape with four bluish-white lights on each leading edge; made a humming sound.,2001-08-05,35.002778,-82.652778
522,1973-10-01,01:00,montezuma,in,us,sphere,900,15 minutes,We saw a large glowing sphere that looked like the moon&#44 but was obviously not since it was very close to us and could manuver.,2005-09-02,39.7927778,-87.3708333
523,1973-10-01,15:00,virginia beach,va,us,disk,1800,10-30 minutes,Group of  friends an I  follow a UFO on bicycles&#44 I have a sighting alone about a week later.,2011-10-10,36.8527778,-75.9783333
524,1973-10-01,20:00,bloomington,in,us,light,1200,20 minutes,Three large bright white craft  interacting &amp; manuevering rapidly accross a quadrant of night sky.,2013-07-03,39.1652778,-86.52638890000001
525,1973-10-01,20:30,north st. paul,mn,,triangle,120,two minutes,Large triangular space craft sighted above North Senior High School&#39 football field&#44 in North St. Paul&#44 MN in early October 1&#44 1973,2002-07-30,45.012466,-92.991883
526,1973-10-01,21:00,roseburg,or,us,cylinder,7200,not sure&#44maybe 2 hours,We were on the outskirts of town&#44 just passing the sewage treatment plant&#44 when this object with blinding white light enveloped the car,2008-08-12,43.2166667,-123.34055559999999
527,1973-10-01,21:30,beatty,nv,us,disk,7200,2 hours,Lights in the sky and lost time.,2011-10-10,36.9086111,-116.75833329999999
528,1973-10-01,21:30,hixson,tn,us,oval,37800,1 1/2 hours,Oval&#44 brilliant lights&#44 red glow&#44 windows&#44 metallic&#44 no sound; After we lost sight of it and went to find it&#44 it showed itself to us.,2005-04-16,35.1405556,-85.2327778
529,1973-10-01,22:45,valley city,oh,us,disk,300,5 minutes,It was a star shaped object travelling south that stopped&#44 changed colors&#44 and sped off dissapearing in the night sky.,2002-01-11,41.2377778,-81.93166670000001
530,1974-10-01,01:00,denton,tx,us,unknown,600,10 min,I was walking home from the Library at North Texas State University after the Library closed.  From a distance&#44 I saw a large red glowi,2008-06-12,33.2147222,-97.1327778
531,1974-10-01,18:00,weirton,wv,us,sphere,240,4 minutes,Upon coming home one evening in the early spring&#44 I saw in the eastern horizon three circular objects that looked like three full mooon,2000-01-07,40.4188889,-80.58972220000001
532,1974-10-01,20:00,ankara (turkey),,,changing,300,5 min.,A bright&#44 huge&#44 and shape-changing object&#44 exploded into numerous smaller spherical objects which moved in formation.,2007-08-07,39.92077,32.85411
533,1974-10-01,20:00,deerwood,mn,us,unknown,2,2 seconds,Sighting 3  An incidence occurred in mid-October&#44 1974. I picked my son up from wrestling practice in the evening after school. We live,2006-12-07,46.4736111,-93.8986111
534,1974-10-01,21:00,chester,nj,us,light,600,10 minutes,Three bright star like objects moving across the night sky at the speed of light and stopping on a dime.,2006-12-07,40.7841667,-74.69722220000001
535,1975-10-01,21:00,kincheloe air force base&#44 michigan,mi,,triangle,15,15 seconds,Shaped like the letter &quot;A&quot;&#44 flew directly over top of us at est 500 ft.,2000-02-16,44.314844,-85.602364
536,1975-10-01,22:00,maricopa,az,us,changing,1200,20 min,Group of 4 Orange Objects land near hills just west of small town of Maricopa Arizona... Oct&#44 1975,2008-01-21,33.0580556,-112.04694440000002
537,1976-10-01,07:00,hartville,oh,us,disk,120,2 minutes or less,A disk shaped flying object followed the path of our car just above the telephone lines.,2002-01-11,40.9636111,-81.33138890000001
538,1976-10-01,19:00,fairport,ny,us,disk,600,10 minutes,Disk shaped UFO with continous changing color band in the middle.  Hoovered for a few minutes about 3 stories off the ground above a cr,2004-03-02,43.0986111,-77.4422222
539,1976-10-01,21:00,thonotosassa,fl,us,disk,900,15 minutes,Mid-1970&#39s Thonotosassa&#44 Florida sighting at Stacey and Knights Griffin,2006-10-30,28.0611111,-82.3025
540,1977-10-01,01:00,iselton,ca,,light,120,2 minutes,While fishing on the San Joaquin river on Twithchell Island Rd.&#44 at the mouth of the Molklomne river&#44 we observed 2-lights high in the,2005-07-13,38.161861,-121.611621
541,1977-10-01,19:00,fountain valley,ca,us,other,360,6 minutes,My brother&#44 his friend and I saw an orange pyramid-shaped object in the sky about 25 yards away from us and about 25 yards up.  We were,1999-08-30,33.7091667,-117.95277779999999
542,1977-10-01,22:00,ferndale,ca,us,other,60,1 minute,Silhouette&#44 or dark object of craft appeared on moonless&#44 starlit-night&#44 backlit by glow straight overhead&#44 appeared to be approaching,2005-04-16,40.5763889,-124.2627778
543,1978-10-01,00:00,windsor,nc,us,cone,300,5min,saw while parking with girl friend. rising full moonin back ground. 25 ft up. f 50 yrs away over field. hovering. completly silent. one,2003-08-28,35.9983333,-76.9463889
544,1978-10-01,20:00,lecompte,la,us,disk,300,5 minutes,I believe this object was either a test vehicle of some sort or it was not of this world.,2002-12-23,31.0944444,-92.4002778
545,1978-10-01,23:15,francesville,in,us,cylinder,900,approx. 15 min,Object hovered for apprx. 5 min. then proceeded west - it was apprx. 300&#39 long 50-75&#39 wide 50-75&#39 high w/lights.,2006-07-16,40.9852778,-86.8794444
546,1979-10-01,16:00,lomita,ca,us,disk,1200,20 minutes,Silent disk in afternoon daylight with over twenty witnesses,2008-07-05,33.7922222,-118.31416670000002
547,1979-10-01,19:00,columbia,md,us,rectangle,120,2 minutes,Large&#44 low-flying&#44 slow moving&#44 silent black rectangle with no lights,2013-02-04,39.2402778,-76.83972220000001
548,1979-10-01,21:00,buffalo,ny,us,light,10,5-10 sec,Two bright fast-moving star-like objects with one traveling in a zig-zag motion.,2005-04-16,42.8863889,-78.87861109999999
549,1979-10-01,21:00,olympia,wa,us,disk,7200,2 hours,Dancing lights over Olympia,2008-07-05,47.0380556,-122.89944440000001
550,1979-10-01,21:00,pittsburgh,pa,us,disk,300,5 min,Disk appeared over stadium at end of game... spun like a coin on a table...game ended ... never heard a thing about it.,2000-02-16,40.4405556,-79.9961111
551,1979-10-01,23:00,cranbury,nj,us,light,240,4 minutes,8 UFOs in a circle suddenly take off radially away from each other.,2013-10-23,40.3161111,-74.5141667
552,1980-10-01,01:30,fremont,ca,us,other,30,30 seconds,A heavy rain night off work and was amazed how heavy it was raining&#44 awake and looking out thru my skylight. Suddenly bright overwhelmi,2001-08-05,37.5483333,-121.9875
553,1980-10-01,20:00,mountainboro,al,us,fireball,20,20 seconds,Ball of Fire that changed into a cone shape.,2012-07-04,34.1469444,-86.1305556
554,1980-10-01,21:00,shirleysburg,pa,us,formation,600,10 minutes,Sometime during the late 1970-s and early 1980&#8217;s&#44 I can&#8217;t remember the time of the year.   I was in my home in rural Shirleysburg&#44 PA.,2012-05-13,40.2977778,-77.8744444
555,1980-10-01,22:00,jersey city,nj,us,cigar,180,2-3 minutes,Blimp shaped object with extremely bright lights hovered then rapidly dashed into the night&#39s sky.,2005-10-20,40.7280556,-74.0780556
556,1981-10-01,20:00,hesperia,mi,us,oval,2400,40 minutes,Two people in car see green oval object and lost time,2009-01-10,43.5688889,-86.03944440000001
557,1981-10-01,20:00,mt. sterling,ky,,disk,2400,one hour or more,Close up view of UFO after unexplained loss of time. 500 Lights On Object0: Yes,2012-08-05,38.056468,-83.943256
558,1982-10-01,22:10,swartz creek,mi,us,fireball,240,3 to 4 minutes,blazing sphere across the southern sky from 1982,2003-03-21,42.9572222,-83.8305556
559,1983-10-01,17:00,birmingham (uk/england),,gb,sphere,97836000,31 years,Firstly&#44 I was stunned and stared at the object for what seemed minutes&#44 but probably was only seconds. My first inclination was to bec,2013-04-12,52.466667,-1.916667
560,1983-10-01,20:00,ayer,ma,us,unknown,20,20 seconds,Zero to top Speed Instantaneously,2009-05-12,42.5611111,-71.5902778
561,1983-10-01,20:30,elizabeth township,pa,,oval,720,12minutes,My friend and I saw eight oval crafts with lights performing very unusal manuvers,2006-05-15,40.256648,-79.81846800000001
562,1983-10-01,21:00,tarboro,nc,us,disk,180,3 minutes,it was as large as our house...and silent enough no one inside heard a thing...nor did i,2003-09-09,35.8966667,-77.53611109999999
563,1984-10-01,01:00,waldport,or,us,light,600,10 minutes,Bright light of a  fast moving craft frightened me in the night on the Oregon Coast.,2001-03-16,44.4269444,-124.0675
564,1984-10-01,20:00,chatsworth,ca,us,light,45,45 seconds,Light approaches at high rate of speed and makes a ninety degree turn.,2007-02-24,34.2572222,-118.60027779999999
565,1984-10-01,21:00,acton,me,us,triangle,180,3 min.,Silent&#44 very large&#44 one white headlight&#44 red lights around edges,1999-04-02,43.5341667,-70.91027779999999
566,1985-10-01,00:00,brandon,fl,us,triangle,900,15 min,triangle SHIP 60 to 80 feet high&#44SPEED 3 TO 5 MPH&#44I SAW IT ALL&#44....................,2007-02-24,27.9375000,-82.28611109999999
567,1985-10-01,05:30,holton,mi,us,light,240,3-4 minutes,Unknown light makes 90 degree turn and disappears.,2005-05-11,43.4133333,-86.0794444
568,1985-10-01,05:30,monroe,nc,us,sphere,300,5 min,Years ago&#44 my husband&#39s aunt and I witnessed something very strange on the way to work early one morning. It was about 5:30am and we we,2007-11-28,34.9852778,-80.5497222
569,1985-10-01,21:30,jefferson,oh,us,triangle,3600,1 hour,Three lights&#44possibly single or part of object hovered over treeline changing color&#44and shape.,2000-12-02,41.7386111,-80.77
570,1985-10-01,21:30,santa margarita/atascadero (between&#44 hwy 101),ca,,other,120,2 &#33/2  min.,we were driving north on hwy 101 from san luis obispo to atascadero&#44 when from the west came a &quot;ufo&quot; traveling east&#44 passing over the h,1999-06-23,35.423335,-120.618785
571,1985-10-01,22:45,lawrence,ks,us,sphere,300,< 5 minutes,Red Light seen in Lawrence&#44 Kansas&#44 during Johnny Carson&#39s Monologue,2009-01-10,38.9716667,-95.235
572,1986-10-01,01:00,klamath falls,or,us,circle,2700,45 minutes,BRIGHT OBJECT DROPPING &quot;FIRECRACKERS&quot; FROM IT - IT SEEMED TO KNOW I COULD SEE IT - VANISHED IN A TYPE OF EXPLOSION,2004-04-27,42.2250000,-121.78055559999999
573,1986-10-01,22:00,n. ridgeville,oh,,triangle,300,5 minutes,Black triangular craft with green lights hovering over the tree tops,2005-12-16,41.389491,-82.019032
574,1986-10-01,22:00,wheeling,wv,us,light,10,10 seconds,Missing time after seeing something that looked like the Northern lights.,2002-01-11,40.0638889,-80.72111109999999
575,1987-10-01,01:00,west palm beach,fl,us,,10,one hour,An &quot;out of the body&quot; experience,2001-02-18,26.7052778,-80.0366667
